	Gene.Symbol
ENSMUSG00000103746	1700001G17Rik
ENSMUSG00000004768	Rab23
ENSMUSG00000042215	Bag2
ENSMUSG00000042197	Zfp451
ENSMUSG00000081402	Gm15455
ENSMUSG00000042182	Bend6
ENSMUSG00000026131	Dst
ENSMUSG00000105982	Mir6896
ENSMUSG00000092852	Mir5103
ENSMUSG00000042111	Ccdc115
ENSMUSG00000026127	Imp4
ENSMUSG00000026126	Ptpn18
ENSMUSG00000026125	Prss39
ENSMUSG00000026124	Cfc1
ENSMUSG00000037529	Prss40
ENSMUSG00000045174	Amer3
ENSMUSG00000037509	Arhgef4
ENSMUSG00000037503	Fam168b
ENSMUSG00000026123	Plekhb2
ENSMUSG00000098397	Mir7669
ENSMUSG00000045216	Hs6st1
ENSMUSG00000037470	Uggt1
ENSMUSG00000098752	Mir6897
ENSMUSG00000047180	Neurl3
ENSMUSG00000037447	Arid5a
ENSMUSG00000010453	Kansl3
ENSMUSG00000098680	Mir6898
ENSMUSG00000037432	Fer1l5
ENSMUSG00000001143	Lman2l
ENSMUSG00000037408	Cnnm4
ENSMUSG00000001138	Cnnm3
ENSMUSG00000067653	Ankrd23
ENSMUSG00000079610	Ankrd39
ENSMUSG00000026121	Sema4c
ENSMUSG00000046337	Fam178b
ENSMUSG00000061518	Cox5b
ENSMUSG00000037351	Actr1b
ENSMUSG00000102416	4933424G06Rik
ENSMUSG00000026117	Zap70
ENSMUSG00000026116	Tmem131
ENSMUSG00000026114	Cnga3
ENSMUSG00000026113	Inpp4a
ENSMUSG00000026112	Coa5
ENSMUSG00000026111	Unc50
ENSMUSG00000026110	Mgat4a
ENSMUSG00000103948	4930594C11Rik
ENSMUSG00000026090	2010300C02Rik
ENSMUSG00000060771	Tsga10
ENSMUSG00000037216	Lipt1
ENSMUSG00000026088	Mitd1
ENSMUSG00000026087	Mrpl30
ENSMUSG00000061584	Lyg2
ENSMUSG00000026085	Lyg1
ENSMUSG00000058407	Txndc9
ENSMUSG00000026083	Eif5b
ENSMUSG00000026082	Rev1
ENSMUSG00000037138	Aff3
ENSMUSG00000048814	Lonrf2
ENSMUSG00000026080	Chst10
ENSMUSG00000067604	Nms
ENSMUSG00000026078	Pdcl3
ENSMUSG00000098833	Mir6349
ENSMUSG00000026077	Npas2
ENSMUSG00000073702	Rpl31
ENSMUSG00000003134	Tbc1d8
ENSMUSG00000003135	Cnot11
ENSMUSG00000077704	Snord89
ENSMUSG00000048234	Rnf149
ENSMUSG00000050967	Creg2
ENSMUSG00000057173	Rfx8
ENSMUSG00000091937	Gm3646
ENSMUSG00000101634	1700066B17Rik
ENSMUSG00000026074	Map4k4
ENSMUSG00000097899	Gm16894
ENSMUSG00000026073	Il1r2
ENSMUSG00000026072	Il1r1
ENSMUSG00000070942	Il1rl2
ENSMUSG00000026069	Il1rl1
ENSMUSG00000026070	Il18r1
ENSMUSG00000026068	Il18rap
ENSMUSG00000026065	Slc9a4
ENSMUSG00000026062	Slc9a2
ENSMUSG00000041945	Mfsd9
ENSMUSG00000079588	Tmem182
ENSMUSG00000104072	4930448I06Rik
ENSMUSG00000045515	Pou3f3
ENSMUSG00000060679	Mrps9
ENSMUSG00000041907	Gpr45
ENSMUSG00000070939	Tgfbrap1
ENSMUSG00000010290	AI597479
ENSMUSG00000008136	Fhl2
ENSMUSG00000066877	Nck2
ENSMUSG00000026051	1500015O10Rik
ENSMUSG00000057363	Uxs1
ENSMUSG00000041763	Tpp2
ENSMUSG00000047343	Mettl21c
ENSMUSG00000026049	Tex30
ENSMUSG00000026047	Kdelc1
ENSMUSG00000041684	Bivm
ENSMUSG00000026048	Ercc5
ENSMUSG00000046828	Mettl21e
ENSMUSG00000056870	Gulp1
ENSMUSG00000101701	4930521E06Rik
ENSMUSG00000026043	Col3a1
ENSMUSG00000026042	Col5a2
ENSMUSG00000025995	Wdr75
ENSMUSG00000025993	Slc40a1
ENSMUSG00000041144	Dnah7b
ENSMUSG00000025986	Slc39a10
ENSMUSG00000098876	Mir6350
ENSMUSG00000026109	Tmeff2
ENSMUSG00000101799	9330175M20Rik
ENSMUSG00000026107	Nabp1
ENSMUSG00000018417	Myo1b
ENSMUSG00000062939	Stat4
ENSMUSG00000026104	Stat1
ENSMUSG00000026103	Gls
ENSMUSG00000002881	Nab1
ENSMUSG00000041439	Mfsd6
ENSMUSG00000026102	Inpp1
ENSMUSG00000041426	Hibch
ENSMUSG00000043629	1700019D03Rik
ENSMUSG00000026100	Mstn
ENSMUSG00000060715	1700019A02Rik
ENSMUSG00000026098	Pms1
ENSMUSG00000026097	Ormdl1
ENSMUSG00000026096	Osgepl1
ENSMUSG00000026095	Asnsd1
ENSMUSG00000096141	Dnah7a
ENSMUSG00000026094	Stk17b
ENSMUSG00000042807	Hecw2
ENSMUSG00000098443	Mir7681
ENSMUSG00000025983	Ccdc150
ENSMUSG00000041303	Gtf3c3
ENSMUSG00000073678	Pgap1
ENSMUSG00000052331	Ankrd44
ENSMUSG00000025982	Sf3b1
ENSMUSG00000025981	Coq10b
ENSMUSG00000025980	Hspd1
ENSMUSG00000073676	Hspe1
ENSMUSG00000025979	Mob4
ENSMUSG00000025978	Rftn2
ENSMUSG00000046994	Mars2
ENSMUSG00000025977	Boll
ENSMUSG00000038349	Plcl1
ENSMUSG00000099950	9130227L01Rik
ENSMUSG00000045336	Hsfy2
ENSMUSG00000038331	Satb2
ENSMUSG00000087022	9130024F11Rik
ENSMUSG00000101429	BC055402
ENSMUSG00000097519	4930558J18Rik
ENSMUSG00000038323	1700066M21Rik
ENSMUSG00000048495	Tyw5
ENSMUSG00000038305	Spats2l
ENSMUSG00000054770	Kctd18
ENSMUSG00000063558	Aox1
ENSMUSG00000064294	Aox3
ENSMUSG00000038242	Aox4
ENSMUSG00000079554	Aox2
ENSMUSG00000051223	Bzw1
ENSMUSG00000026034	Clk1
ENSMUSG00000026035	Ppil3
ENSMUSG00000026036	Nif3l1
ENSMUSG00000026037	Orc2
ENSMUSG00000038174	Fam126b
ENSMUSG00000026032	Ndufb3
ENSMUSG00000102059	Gm20257
ENSMUSG00000047528	Als2cr12
ENSMUSG00000026031	Cflar
ENSMUSG00000026029	Casp8
ENSMUSG00000026028	Trak2
ENSMUSG00000026027	Stradb
ENSMUSG00000072295	Als2cr11
ENSMUSG00000038079	Tmem237
ENSMUSG00000079550	Mpp4
ENSMUSG00000026024	Als2
ENSMUSG00000026023	Cdk15
ENSMUSG00000041075	Fzd7
ENSMUSG00000047361	Gm973
ENSMUSG00000026021	Sumo1
ENSMUSG00000026020	Nop58
ENSMUSG00000067336	Bmpr2
ENSMUSG00000041040	Fam117b
ENSMUSG00000026018	Ica1l
ENSMUSG00000026019	Wdr12
ENSMUSG00000026017	Carf
ENSMUSG00000073664	Nbeal1
ENSMUSG00000049439	Cyp20a1
ENSMUSG00000026782	Abi2
ENSMUSG00000026014	Raph1
ENSMUSG00000102412	Cd28
ENSMUSG00000026011	Ctla4
ENSMUSG00000026009	Icos
ENSMUSG00000085447	9530026F06Rik
ENSMUSG00000052062	Pard3b
ENSMUSG00000025969	Nrp2
ENSMUSG00000040865	Ino80d
ENSMUSG00000084799	Ino80dos
ENSMUSG00000025968	Ndufs1
ENSMUSG00000025967	Eef1b2
ENSMUSG00000064602	Snora41
ENSMUSG00000046856	Gpr1
ENSMUSG00000027520	Zdbf2
ENSMUSG00000025964	Adam23
ENSMUSG00000069085	Dytn
ENSMUSG00000025963	Mdh1b
ENSMUSG00000025962	Fastkd2
ENSMUSG00000025961	4933402D24Rik
ENSMUSG00000044689	Gm13749
ENSMUSG00000087844	Mir1958
ENSMUSG00000025959	Klf7
ENSMUSG00000098487	Mir6899
ENSMUSG00000025958	Creb1
ENSMUSG00000025956	Mettl21a
ENSMUSG00000087213	2810408I11Rik
ENSMUSG00000070871	Ccnyl1
ENSMUSG00000045005	Fzd5
ENSMUSG00000051344	Plekhm3
ENSMUSG00000025955	Akr1cl
ENSMUSG00000070870	Cryge
ENSMUSG00000067299	Crygd
ENSMUSG00000025952	Crygc
ENSMUSG00000073658	Crygb
ENSMUSG00000044429	Cryga
ENSMUSG00000044816	D630023F18Rik
ENSMUSG00000025950	Idh1
ENSMUSG00000025949	Pikfyve
ENSMUSG00000025946	Pth2r
ENSMUSG00000025945	Crygf
ENSMUSG00000015222	Map2
ENSMUSG00000055567	Unc80
ENSMUSG00000026005	Rpe
ENSMUSG00000026004	Kansl1l
ENSMUSG00000026003	Acadl
ENSMUSG00000061816	Myl1
ENSMUSG00000026000	Lancl1
ENSMUSG00000025991	Cps1
ENSMUSG00000062209	Erbb4
ENSMUSG00000025997	Ikzf2
ENSMUSG00000053153	Spag16
ENSMUSG00000045648	Vwc2l
ENSMUSG00000026196	Bard1
ENSMUSG00000050296	Abca12
ENSMUSG00000026192	Atic
ENSMUSG00000026193	Fn1
ENSMUSG00000073652	Apol7d
ENSMUSG00000099707	Gm8883
ENSMUSG00000101848	4933417E11Rik
ENSMUSG00000039395	Mreg
ENSMUSG00000026189	Pecr
ENSMUSG00000026188	Tmem169
ENSMUSG00000026187	Xrcc5
ENSMUSG00000039372	March4
ENSMUSG00000039354	Smarcal1
ENSMUSG00000039342	Ankar
ENSMUSG00000046330	Rpl37a
ENSMUSG00000039323	Igfbp2
ENSMUSG00000026185	Igfbp5
ENSMUSG00000026182	Tnp1
ENSMUSG00000101968	1700027A15Rik
ENSMUSG00000101812	D530049I02Rik
ENSMUSG00000100301	6030407O03Rik
ENSMUSG00000055322	Tns1
ENSMUSG00000061815	Rufy4
ENSMUSG00000026180	Cxcr2
ENSMUSG00000048480	Cxcr1
ENSMUSG00000006304	Arpc2
ENSMUSG00000064272	Gpbar1
ENSMUSG00000006299	Aamp
ENSMUSG00000026179	Pnkd
ENSMUSG00000006301	Tmbim1
ENSMUSG00000073650	Catip
ENSMUSG00000026177	Slc11a1
ENSMUSG00000026176	Ctdsp1
ENSMUSG00000065468	Mir26b
ENSMUSG00000026175	Vil1
ENSMUSG00000033364	Usp37
ENSMUSG00000026173	Plcd4
ENSMUSG00000026135	Zfp142
ENSMUSG00000026172	Bcs1l
ENSMUSG00000026171	Rnf25
ENSMUSG00000033276	Stk36
ENSMUSG00000033257	Ttll4
ENSMUSG00000026170	Cyp27a1
ENSMUSG00000006542	Prkag3
ENSMUSG00000033227	Wnt6
ENSMUSG00000026167	Wnt10a
ENSMUSG00000090071	Cdk5r2
ENSMUSG00000055197	Fev
ENSMUSG00000006546	Cryba2
ENSMUSG00000065616	Mir375
ENSMUSG00000006538	Ihh
ENSMUSG00000026162	Nhej1
ENSMUSG00000026205	Slc23a3
ENSMUSG00000033159	Cnppd1
ENSMUSG00000026197	Zfand2b
ENSMUSG00000026198	Abcb6
ENSMUSG00000033124	Atg9a
ENSMUSG00000026199	Ankzf1
ENSMUSG00000026200	Glb1l
ENSMUSG00000026201	Stk16
ENSMUSG00000026202	Tuba4a
ENSMUSG00000096094	A630095N17Rik
ENSMUSG00000026203	Dnajb2
ENSMUSG00000026204	Ptprn
ENSMUSG00000033061	Resp18
ENSMUSG00000026209	Dnpep
ENSMUSG00000026208	Des
ENSMUSG00000085653	Gm15179
ENSMUSG00000026207	Speg
ENSMUSG00000033021	Gmppa
ENSMUSG00000033007	Asic4
ENSMUSG00000032997	Chpf
ENSMUSG00000051703	Tmem198
ENSMUSG00000026211	Obsl1
ENSMUSG00000032968	Inha
ENSMUSG00000026213	Stk11ip
ENSMUSG00000006576	Slc4a3
ENSMUSG00000100553	Gm17751
ENSMUSG00000098611	Mir6343
ENSMUSG00000026235	Epha4
ENSMUSG00000099141	Mir6352
ENSMUSG00000004872	Pax3
ENSMUSG00000032908	Sgpp2
ENSMUSG00000026245	Farsb
ENSMUSG00000012187	Mogat1
ENSMUSG00000032883	Acsl3
ENSMUSG00000079470	Utp14b
ENSMUSG00000047330	Kcne4
ENSMUSG00000050711	Scg2
ENSMUSG00000054702	Ap1s3
ENSMUSG00000073643	Wdfy1
ENSMUSG00000026248	Mrpl44
ENSMUSG00000026249	Serpine2
ENSMUSG00000043230	Fam124b
ENSMUSG00000004364	Cul3
ENSMUSG00000101483	1700016L21Rik
ENSMUSG00000038608	Dock10
ENSMUSG00000054976	Nyap2
ENSMUSG00000098797	Mir6344
ENSMUSG00000055980	Irs1
ENSMUSG00000026142	Rhbdd1
ENSMUSG00000067158	Col4a4
ENSMUSG00000079465	Col4a3
ENSMUSG00000026150	Mff
ENSMUSG00000026149	Tm4sf20
ENSMUSG00000026159	Agfg1
ENSMUSG00000038496	Slc19a3
ENSMUSG00000026166	Ccl20
ENSMUSG00000053161	Daw1
ENSMUSG00000026163	Sphkap
ENSMUSG00000045658	Pid1
ENSMUSG00000098851	Mir6353
ENSMUSG00000036766	Dner
ENSMUSG00000093254	Mir5126
ENSMUSG00000026219	Trip12
ENSMUSG00000073633	Fbxo36
ENSMUSG00000026220	Slc16a14
ENSMUSG00000089844	A530032D15Rik
ENSMUSG00000079457	Gm7609
ENSMUSG00000052477	C130026I21Rik
ENSMUSG00000070034	Sp110
ENSMUSG00000070031	Sp140
ENSMUSG00000026222	Sp100
ENSMUSG00000052760	A630001G21Rik
ENSMUSG00000098634	Mir8096
ENSMUSG00000100217	9930111H07Rik
ENSMUSG00000036707	Cab39
ENSMUSG00000026223	Itm2c
ENSMUSG00000026224	4933407L21Rik
ENSMUSG00000049608	Gpr55
ENSMUSG00000026226	Spata3
ENSMUSG00000026227	2810459M11Rik
ENSMUSG00000026229	Psmd1
ENSMUSG00000026228	Htr2b
ENSMUSG00000062590	Armc9
ENSMUSG00000079445	B3gnt7
ENSMUSG00000026234	Ncl
ENSMUSG00000064837	Snora75
ENSMUSG00000064823	Snord82
ENSMUSG00000073627	C130036L24Rik
ENSMUSG00000026237	Nmur1
ENSMUSG00000026238	Ptma
ENSMUSG00000026239	Pde6d
ENSMUSG00000026240	Cops7b
ENSMUSG00000026241	Nppc
ENSMUSG00000053333	Dis3l2
ENSMUSG00000026246	Alppl2
ENSMUSG00000079440	Alpi
ENSMUSG00000036500	Akp3
ENSMUSG00000026247	Ecel1
ENSMUSG00000036480	Prss56
ENSMUSG00000026251	Chrnd
ENSMUSG00000026253	Chrng
ENSMUSG00000026254	Eif4e2
ENSMUSG00000026255	Efhd1
ENSMUSG00000048000	Gigyf2
ENSMUSG00000079436	Kcnj13
ENSMUSG00000026259	Ngef
ENSMUSG00000079434	Neu2
ENSMUSG00000026288	Inpp5d
ENSMUSG00000026289	Atg16l1
ENSMUSG00000089281	Scarna6
ENSMUSG00000056055	Sag
ENSMUSG00000070738	Dgkd
ENSMUSG00000005501	Usp40
ENSMUSG00000090165	Ugt1a10
ENSMUSG00000090175	Ugt1a9
ENSMUSG00000090124	Ugt1a7c
ENSMUSG00000090145	Ugt1a6b
ENSMUSG00000054545	Ugt1a6a
ENSMUSG00000089943	Ugt1a5
ENSMUSG00000090171	Ugt1a2
ENSMUSG00000081984	Dnajb3
ENSMUSG00000089960	Ugt1a1
ENSMUSG00000079429	Mroh2a
ENSMUSG00000044783	Hjurp
ENSMUSG00000036251	Trpm8
ENSMUSG00000026295	Spp2
ENSMUSG00000062310	Glrp1
ENSMUSG00000100798	Gm19589
ENSMUSG00000049866	Arl4c
ENSMUSG00000099378	1700067G17Rik
ENSMUSG00000036206	Sh3bp4
ENSMUSG00000099938	C030007H22Rik
ENSMUSG00000055013	Agap1
ENSMUSG00000034486	Gbx2
ENSMUSG00000067081	Asb18
ENSMUSG00000026301	Iqca
ENSMUSG00000044337	Ackr3
ENSMUSG00000034432	Cops8
ENSMUSG00000048126	Col6a3
ENSMUSG00000026303	Mlph
ENSMUSG00000090550	Prlh
ENSMUSG00000026304	Rab17
ENSMUSG00000026305	Lrrfip1
ENSMUSG00000070732	Rbm44
ENSMUSG00000034353	Ramp1
ENSMUSG00000034343	Ube2f
ENSMUSG00000026307	Scly
ENSMUSG00000049515	Espnl
ENSMUSG00000026308	Klhl30
ENSMUSG00000026309	Ilkap
ENSMUSG00000100253	1700020N18Rik
ENSMUSG00000067071	Hes6
ENSMUSG00000055866	Per2
ENSMUSG00000034292	Traf3ip1
ENSMUSG00000026311	Asb1
ENSMUSG00000007805	Twist2
ENSMUSG00000026313	Hdac4
ENSMUSG00000026260	Ndufa10
ENSMUSG00000098288	Mir6900
ENSMUSG00000067064	Olfr1416
ENSMUSG00000057464	Olfr1415
ENSMUSG00000042849	Olfr1414
ENSMUSG00000058904	Olfr1413
ENSMUSG00000046300	Olfr1412
ENSMUSG00000062497	Olfr1411
ENSMUSG00000063583	Olfr1410
ENSMUSG00000061616	Olfr12
ENSMUSG00000044055	Otos
ENSMUSG00000034220	Gpc1
ENSMUSG00000065470	Mir149
ENSMUSG00000034212	Ankmy1
ENSMUSG00000047067	Dusp28
ENSMUSG00000026269	Rnpepl1
ENSMUSG00000100632	9430060I03Rik
ENSMUSG00000026270	Capn10
ENSMUSG00000026271	Gpr35
ENSMUSG00000045091	Aqp12
ENSMUSG00000014602	Kif1a
ENSMUSG00000026272	Agxt
ENSMUSG00000034159	2310007B03Rik
ENSMUSG00000047793	Sned1
ENSMUSG00000098997	Mir6901
ENSMUSG00000026274	Pask
ENSMUSG00000026275	Ppp1r7
ENSMUSG00000106302	Mir6902
ENSMUSG00000098689	Mir6345
ENSMUSG00000034107	Ano7
ENSMUSG00000034088	Hdlbp
ENSMUSG00000116048	Sept2
ENSMUSG00000034066	Farp2
ENSMUSG00000026277	Stk25
ENSMUSG00000026278	Bok
ENSMUSG00000026279	Thap4
ENSMUSG00000026280	Atg4b
ENSMUSG00000026281	Dtymk
ENSMUSG00000026283	Ing5
ENSMUSG00000073609	D2hgdh
ENSMUSG00000094651	Gal3st2
ENSMUSG00000034000	Neu4
ENSMUSG00000026285	Pdcd1
ENSMUSG00000100518	4930440C22Rik
ENSMUSG00000051185	Fam174a
ENSMUSG00000040710	St8sia4
ENSMUSG00000100777	4930598F16Rik
ENSMUSG00000100062	1700063A18Rik
ENSMUSG00000100589	4930533P14Rik
ENSMUSG00000040693	Slco4c1
ENSMUSG00000045463	Slco6b1
ENSMUSG00000026331	Slco6c1
ENSMUSG00000044768	D1Ertd622e
ENSMUSG00000040648	Ppip5k2
ENSMUSG00000026333	Gin1
ENSMUSG00000026335	Pam
ENSMUSG00000089706	B230216N24Rik
ENSMUSG00000100182	1810006J02Rik
ENSMUSG00000026336	Slco6d1
ENSMUSG00000067028	Cntnap5b
ENSMUSG00000100684	Gm20268
ENSMUSG00000050840	Cdh20
ENSMUSG00000047496	Rnf152
ENSMUSG00000056536	Pign
ENSMUSG00000026321	Tnfrsf11a
ENSMUSG00000038866	Zcchc2
ENSMUSG00000101583	Gm20753
ENSMUSG00000044340	Phlpp1
ENSMUSG00000057329	Bcl2
ENSMUSG00000009905	Kdsr
ENSMUSG00000009907	Vps4b
ENSMUSG00000067006	Serpinb5
ENSMUSG00000059956	Serpinb12
ENSMUSG00000048775	Serpinb13
ENSMUSG00000044594	Serpinb3a
ENSMUSG00000058017	Serpinb3d
ENSMUSG00000073602	Serpinb3b
ENSMUSG00000073601	Serpinb3c
ENSMUSG00000026327	Serpinb11
ENSMUSG00000067001	Serpinb7
ENSMUSG00000062345	Serpinb2
ENSMUSG00000092572	Serpinb10
ENSMUSG00000026315	Serpinb8
ENSMUSG00000100457	D830032E09Rik
ENSMUSG00000026312	Cdh7
ENSMUSG00000047216	Cdh19
ENSMUSG00000038702	Dsel
ENSMUSG00000070695	Cntnap5a
ENSMUSG00000026374	Tsn
ENSMUSG00000026377	Nifk
ENSMUSG00000064302	Clasp1
ENSMUSG00000107722	2900060B14Rik
ENSMUSG00000026380	Tfcp2l1
ENSMUSG00000048402	Gli2
ENSMUSG00000037035	Inhbb
ENSMUSG00000004451	Ralb
ENSMUSG00000098923	Tmem185b
ENSMUSG00000026384	Ptpn4
ENSMUSG00000036975	Tmem177
ENSMUSG00000026387	Sctr
ENSMUSG00000050777	Tmem37
ENSMUSG00000026385	Dbi
ENSMUSG00000026388	3110009E18Rik
ENSMUSG00000026389	Steap3
ENSMUSG00000036907	C1ql2
ENSMUSG00000026390	Marco
ENSMUSG00000058665	En1
ENSMUSG00000097881	Celrr
ENSMUSG00000003721	Insig2
ENSMUSG00000026339	Ccdc93
ENSMUSG00000050534	Htr5b
ENSMUSG00000001674	Ddx18
ENSMUSG00000036815	Dpp10
ENSMUSG00000026341	Actr3
ENSMUSG00000026342	Slc35f5
ENSMUSG00000026343	Gpr39
ENSMUSG00000026344	Lypd1
ENSMUSG00000049690	Nckap5
ENSMUSG00000036155	Mgat5
ENSMUSG00000026347	Tmem163
ENSMUSG00000026348	Acmsd
ENSMUSG00000102014	2900009J06Rik
ENSMUSG00000026349	Ccnt2
ENSMUSG00000051590	Map3k19
ENSMUSG00000036104	Rab3gap1
ENSMUSG00000036086	Zranb3
ENSMUSG00000056211	R3hdm1
ENSMUSG00000065520	Mir128-1
ENSMUSG00000026353	Ubxn4
ENSMUSG00000026354	Lct
ENSMUSG00000026355	Mcm6
ENSMUSG00000026356	Dars
ENSMUSG00000045382	Cxcr4
ENSMUSG00000042581	Thsd7b
ENSMUSG00000026399	Cd55
ENSMUSG00000042554	Zp3r
ENSMUSG00000026405	C4bp
ENSMUSG00000026409	Pfkfb2
ENSMUSG00000046404	Yod1
ENSMUSG00000042510	AA986860
ENSMUSG00000026415	Fcamr
ENSMUSG00000026417	Pigr
ENSMUSG00000026420	Il24
ENSMUSG00000026416	Il20
ENSMUSG00000016524	Il19
ENSMUSG00000016529	Il10
ENSMUSG00000016528	Mapkapk2
ENSMUSG00000016526	Dyrk3
ENSMUSG00000026427	Eif2d
ENSMUSG00000026430	Rassf5
ENSMUSG00000042349	Ikbke
ENSMUSG00000026425	Srgap2
ENSMUSG00000055184	Fam72a
ENSMUSG00000026432	Avpr1b
ENSMUSG00000004552	Ctse
ENSMUSG00000042268	Slc26a9
ENSMUSG00000042251	Pm20d1
ENSMUSG00000013275	Slc41a1
ENSMUSG00000026434	Nucks1
ENSMUSG00000026435	Slc45a3
ENSMUSG00000026436	Elk4
ENSMUSG00000026437	Cdk18
ENSMUSG00000079330	Lemd1
ENSMUSG00000065435	Mir135b
ENSMUSG00000042115	Klhdc8a
ENSMUSG00000009772	Nuak2
ENSMUSG00000042066	Tmcc2
ENSMUSG00000042046	Dstyk
ENSMUSG00000026439	Rbbp5
ENSMUSG00000048174	Tmem81
ENSMUSG00000053024	Cntn2
ENSMUSG00000026442	Nfasc
ENSMUSG00000101126	Gm10538
ENSMUSG00000026443	Lrrn2
ENSMUSG00000054387	Mdm4
ENSMUSG00000026447	Pik3c2b
ENSMUSG00000046062	Ppp1r15b
ENSMUSG00000041757	Plekha6
ENSMUSG00000101693	Gm19461
ENSMUSG00000103421	Golt1a
ENSMUSG00000115958	Kiss1
ENSMUSG00000070645	Ren2
ENSMUSG00000070644	Etnk2
ENSMUSG00000070643	Sox13
ENSMUSG00000090553	Snrpe
ENSMUSG00000102976	Zc3h11a
ENSMUSG00000102049	Zbed6
ENSMUSG00000051998	Lax1
ENSMUSG00000026463	Atp2b4
ENSMUSG00000098606	Mir6903
ENSMUSG00000010311	Optc
ENSMUSG00000041577	Prelp
ENSMUSG00000041559	Fmod
ENSMUSG00000020423	Btg2
ENSMUSG00000026450	Chit1
ENSMUSG00000064246	Chil1
ENSMUSG00000042451	Mybph
ENSMUSG00000042429	Adora1
ENSMUSG00000026459	Myog
ENSMUSG00000026458	Ppfia4
ENSMUSG00000042305	Tmem183a
ENSMUSG00000050526	4933406M09Rik
ENSMUSG00000026456	Cyb5r1
ENSMUSG00000026457	Adipor1
ENSMUSG00000026455	Klhl12
ENSMUSG00000042229	Rabif
ENSMUSG00000042207	Kdm5b
ENSMUSG00000026452	Syt2
